Municipio,Codigo ,Total
Ilópolis,  4 310 306 ,   4 157
Imbé,  4 310 330 ,   26 824
Imigrante,  4 310 363 ,   3 080
Independência,  4 310 405 ,   6 427
Inhacorá,  4 310 413 ,   2 014
Ipê,  4 310 439 ,   5 399
Ipiranga do Sul,  4 310 462 ,   1 720
Iraí,  4 310 504 ,   7 482
Itaara,  4 310 538 ,   5 572
Itacurubi,  4 310 553 ,   2 995
Itapuca,  4 310 579 ,   1 937
Itaqui,  4 310 603 ,   35 768
Itati,  4 310 652 ,   2 638
Itatiba do Sul,  4 310 702 ,   3 208
Ivorá,  4 310 751 ,   1 929
Ivoti,  4 310 801 ,   22 983
Jaboticaba,  4 310 850 ,   3 779
Jacuizinho,  4 310 876 ,   2 040
Jacutinga,  4 310 900 ,   3 338
Jaguarão,  4 311 007 ,   26 603
Jaguari,  4 311 106 ,   10 579
Jaquirana,  4 311 122 ,   3 690
Jari,  4 311 130 ,   3 349
Jóia,  4 311 155 ,   7 184
Júlio de Castilhos,  4 311 205 ,   18 226
Lagoa Bonita do Sul,  4 311 239 ,   2 251
Lagoão,  4 311 254 ,   5 341
Lagoa dos Três Cantos,  4 311 270 ,   1 738
Lagoa Vermelha,  4 311 304 ,   27 659
Lajeado,  4 311 403 ,   93 646
Lajeado do Bugre,  4 311 429 ,   2 601
Lavras do Sul,  4 311 502 ,   7 157
Liberato Salzano,  4 311 601 ,   4 781
Lindolfo Collor,  4 311 627 ,   6 248
Linha Nova,  4 311 643 ,   1 683
Machadinho,  4 311 700 ,   5 735
Maçambará,  4 311 718 ,   4 425
Mampituba,  4 311 734 ,   3 131
Manoel Viana,  4 311 759 ,   6 801
Maquiné,  4 311 775 ,   7 418
Maratá,  4 311 791 ,   2 470
Marau,  4 311 809 ,   45 124
Marcelino Ramos,  4 311 908 ,   4 320
Mariana Pimentel,  4 311 981 ,   3 916
Mariano Moro,  4 312 005 ,   1 858
Marques de Souza,  4 312 054 ,   3 969
Mata,  4 312 104 ,   4 698
Mato Castelhano,  4 312 138 ,   2 553
Mato Leitão,  4 312 153 ,   4 859
Mato Queimado,  4 312 179 ,   1 795
Maximiliano de Almeida,  4 312 203 ,   4 191
Minas do Leão,  4 312 252 ,   7 505
Miraguaí,  4 312 302 ,   4 427
Montauri,  4 312 351 ,   1 499
Monte Alegre dos Campos,  4 312 377 ,   3 180
Monte Belo do Sul,  4 312 385 ,   2 557
Montenegro,  4 312 401 ,   64 322
Mormaço,  4 312 427 ,   2 756
Morrinhos do Sul,  4 312 443 ,   3 071
Morro Redondo,  4 312 450 ,   6 046
Morro Reuter,  4 312 476 ,   6 029
Mostardas,  4 312 500 ,   12 090
Muçum,  4 312 609 ,   4 601
Muitos Capões,  4 312 617 ,   2 879
Muliterno,  4 312 625 ,   1 721
Não-Me-Toque,  4 312 658 ,   17 898
Nicolau Vergueiro,  4 312 674 ,   1 932
Nonoai,  4 312 708 ,   13 719
Nova Alvorada,  4 312 757 ,   3 163
Nova Araçá,  4 312 807 ,   4 954
Nova Bassano,  4 312 906 ,   9 649
Nova Boa Vista,  4 312 955 ,   2 042
Nova Bréscia,  4 313 003 ,   3 044
Nova Candelária,  4 313 011 ,   3 061
Nova Esperança do Sul,  4 313 037 ,   4 865
Nova Hartz,  4 313 060 ,   20 088
Nova Pádua,  4 313 086 ,   2 343
Nova Palma,  4 313 102 ,   5 586
Nova Petrópolis,  4 313 201 ,   23 300
Nova Prata,  4 313 300 ,   25 692
Nova Ramada,  4 313 334 ,   2 163
Nova Roma do Sul,  4 313 359 ,   3 466
Nova Santa Rita,  4 313 375 ,   29 024
Novo Cabrais,  4 313 391 ,   3 568
Novo Hamburgo,  4 313 409 ,   227 646
Novo Machado,  4 313 425 ,   3 198
Novo Tiradentes,  4 313 441 ,   2 146
Novo Xingu,  4 313 466 ,   1 646
Novo Barreiro,  4 313 490 ,   4 272
Osório,  4 313 508 ,   47 396
Paim Filho,  4 313 607 ,   3 629
Palmares do Sul,  4 313 656 ,   12 844
Palmeira das Missões,  4 313 706 ,   33 216
Palmitinho,  4 313 805 ,   7 839
Panambi,  4 313 904 ,   43 515
Pantano Grande,  4 313 953 ,   10 212
Paraí,  4 314 001 ,   7 194
Paraíso do Sul,  4 314 027 ,   6 519
Pareci Novo,  4 314 035 ,   4 319
Parobé,  4 314 050 ,   52 058
Passa Sete,  4 314 068 ,   3 983
Passo do Sobrado,  4 314 076 ,   6 025
Passo Fundo,  4 314 100 ,   206 215
Paulo Bento,  4 314 134 ,   2 144
Paverama,  4 314 159 ,   7 978
Pedras Altas,  4 314 175 ,   2 061
Pedro Osório,  4 314 209 ,   7 484
Pejuçara,  4 314 308 ,   3 745
Pelotas,  4 314 407 ,   325 685
Picada Café,  4 314 423 ,   5 351
Pinhal,  4 314 456 ,   2 959
Pinhal da Serra,  4 314 464 ,   2 248
Pinhal Grande,  4 314 472 ,   3 805
Pinheirinho do Vale,  4 314 498 ,   4 540
Pinheiro Machado,  4 314 506 ,   11 214
Pinto Bandeira,  4 314 548 ,   2 723
Pirapó,  4 314 555 ,   2 260
Piratini,  4 314 605 ,   17 504
Planalto,  4 314 704 ,   10 406
Poço das Antas,  4 314 753 ,   2 171
Pontão,  4 314 779 ,   3 296
Ponte Preta,  4 314 787 ,   1 575
Portão,  4 314 803 ,   34 071
Porto Alegre,  4 314 902 ,  1 332 845
Porto Lucena,  4 315 008 ,   4 360
Porto Mauá,  4 315 057 ,   2 142
Porto Vera Cruz,  4 315 073 ,   1 560
Porto Xavier,  4 315 107 ,   9 938
Pouso Novo,  4 315 131 ,   1 739
Presidente Lucena,  4 315 149 ,   3 077
Progresso,  4 315 156 ,   5 340
Protásio Alves,  4 315 172 ,   2 025
Putinga,  4 315 206 ,   3 747
Quaraí,  4 315 305 ,   23 500
Quatro Irmãos,  4 315 313 ,   1 552
Quevedos,  4 315 321 ,   2 507
Quinze de Novembro,  4 315 354 ,   3 910
Redentora,  4 315 404 ,   9 738
Relvado,  4 315 453 ,   1 796
Restinga Sêca,  4 315 503 ,   14 939
Rio dos Índios,  4 315 552 ,   2 835
Rio Grande,  4 315 602 ,   191 900
Rio Pardo,  4 315 701 ,   34 654
Riozinho,  4 315 750 ,   4 473
Roca Sales,  4 315 800 ,   10 418
Rodeio Bonito,  4 315 909 ,   6 654
Rolador,  4 315 958 ,   2 291
Rolante,  4 316 006 ,   21 253
Ronda Alta,  4 316 105 ,   9 777
Rondinha,  4 316 204 ,   4 991
Roque Gonzales,  4 316 303 ,   6 576
Rosário do Sul,  4 316 402 ,   36 630
Sagrada Família,  4 316 428 ,   2 480
Saldanha Marinho,  4 316 436 ,   2 575
Salto do Jacuí,  4 316 451 ,   10 203
Salvador das Missões,  4 316 477 ,   2 877
Salvador do Sul,  4 316 501 ,   6 879
Sananduva,  4 316 600 ,   16 399
Santa Bárbara do Sul,  4 316 709 ,   8 122
Santa Cecília do Sul,  4 316 733 ,   1 674
Santa Clara do Sul,  4 316 758 ,   6 887
Santa Cruz do Sul,  4 316 808 ,   133 230
Santa Maria,  4 316 907 ,   271 735
Santa Maria do Herval,  4 316 956 ,   6 340
Santa Margarida do Sul,  4 316 972 ,   2 596
Santana da Boa Vista,  4 317 004 ,   7 024
Sant'Ana do Livramento,  4 317 103 ,   84 421
Santa Rosa,  4 317 202 ,   76 963
Santa Tereza,  4 317 251 ,   1 505
Santa Vitória do Palmar,  4 317 301 ,   30 983
Santiago,  4 317 400 ,   48 938
Santo Ângelo,  4 317 509 ,   76 917
Santo Antônio do Palma,  4 317 558 ,   2 091
Santo Antônio da Patrulha,  4 317 608 ,   42 947
Santo Antônio das Missões,  4 317 707 ,   10 300
Santo Antônio do Planalto,  4 317 756 ,   2 089
Santo Augusto,  4 317 806 ,   13 902
Santo Cristo,  4 317 905 ,   15 320
Santo Expedito do Sul,  4 317 954 ,   2 349
São Borja,  4 318 002 ,   59 676
São Domingos do Sul,  4 318 051 ,   2 754
São Francisco de Assis,  4 318 101 ,   17 618
São Francisco de Paula,  4 318 200 ,   21 893
São Gabriel,  4 318 309 ,   58 487
São Jerônimo,  4 318 408 ,   21 028
São João da Urtiga,  4 318 424 ,   4 461
São João do Polêsine,  4 318 432 ,   2 649
São Jorge,  4 318 440 ,   2 912
São José das Missões,  4 318 457 ,   2 362
São José do Herval,  4 318 465 ,   1 902
São José do Hortêncio,  4 318 481 ,   4 447
São José do Inhacorá,  4 318 499 ,   2 406
São José do Norte,  4 318 507 ,   25 443
São José do Ouro,  4 318 606 ,   6 834
São José do Sul,  4 318 614 ,   2 380
São José dos Ausentes,  4 318 622 ,   4 172
São Leopoldo,  4 318 705 ,   217 409
São Lourenço do Sul,  4 318 804 ,   41 989
São Luiz Gonzaga,  4 318 903 ,   34 752
São Marcos,  4 319 000 ,   21 084
São Martinho,  4 319 109 ,   5 481
São Martinho da Serra,  4 319 125 ,   2 860
São Miguel das Missões,  4 319 158 ,   7 056
São Nicolau,  4 319 208 ,   5 118
São Paulo das Missões,  4 319 307 ,   5 846
São Pedro da Serra,  4 319 356 ,   3 548
São Pedro das Missões,  4 319 364 ,   1 757
São Pedro do Butiá,  4 319 372 ,   3 070
São Pedro do Sul,  4 319 406 ,   15 577
São Sebastião do Caí,  4 319 505 ,   24 428
São Sepé,  4 319 604 ,   21 219
São Valentim,  4 319 703 ,   3 264
São Valentim do Sul,  4 319 711 ,   2 207
São Valério do Sul,  4 319 737 ,   2 543
São Vendelino,  4 319 752 ,   2 251
São Vicente do Sul,  4 319 802 ,   8 097
Sapiranga,  4 319 901 ,   75 648
Sapucaia do Sul,  4 320 008 ,   132 107
Sarandi,  4 320 107 ,   22 851
Seberi,  4 320 206 ,   11 950
Sede Nova,  4 320 230 ,   2 704
Segredo,  4 320 263 ,   6 009
Selbach,  4 320 305 ,   5 107
Senador Salgado Filho,  4 320 321 ,   2 673
Sentinela do Sul,  4 320 354 ,   5 306
Serafina Corrêa,  4 320 404 ,   16 961
Sério,  4 320 453 ,   1 941
Sertão,  4 320 503 ,   5 541
Sertão Santana,  4 320 552 ,   5 863
Sete de Setembro,  4 320 578 ,   1 830
Severiano de Almeida,  4 320 602 ,   3 406
Silveira Martins,  4 320 651 ,   2 028
Sinimbu,  4 320 677 ,   8 578
Sobradinho,  4 320 701 ,   14 226
Soledade,  4 320 800 ,   29 991
Tabaí,  4 320 859 ,   4 461
Tapejara,  4 320 909 ,   24 557
Tapera,  4 321 006 ,   10 592
Tapes,  4 321 105 ,   14 695
Taquara,  4 321 204 ,   53 242
Taquari,  4 321 303 ,   25 198
Taquaruçu do Sul,  4 321 329 ,   3 119
Tavares,  4 321 352 ,   5 212
Tenente Portela,  4 321 402 ,   14 497
Terra de Areia,  4 321 436 ,   10 334
Teutônia,  4 321 451 ,   32 797
Tio Hugo,  4 321 469 ,   3 267
Tiradentes do Sul,  4 321 477 ,   5 129
Toropi,  4 321 493 ,   2 554
Torres,  4 321 501 ,   41 751
Tramandaí,  4 321 600 ,   54 387
Travesseiro,  4 321 626 ,   2 152
Três Arroios,  4 321 634 ,   2 591
Três Cachoeiras,  4 321 667 ,   10 962
Três Coroas,  4 321 709 ,   24 425
Três de Maio,  4 321 808 ,   24 916
Três Forquilhas,  4 321 832 ,   2 760
Três Palmeiras,  4 321 857 ,   4 716
Três Passos,  4 321 907 ,   25 436
Trindade do Sul,  4 321 956 ,   7 556
Triunfo,  4 322 004 ,   27 498
Tucunduva,  4 322 103 ,   5 542
Tunas,  4 322 152 ,   3 681
Tupanci do Sul,  4 322 186 ,   1 374
Tupanciretã,  4 322 202 ,   20 005
Tupandi,  4 322 251 ,   5 029
Tuparendi,  4 322 301 ,   8 363
Turuçu,  4 322 327 ,   3 419
Ubiretama,  4 322 343 ,   1 994
União da Serra,  4 322 350 ,   1 170
Unistalda,  4 322 376 ,   1 995
Uruguaiana,  4 322 400 ,   117 210
Vacaria,  4 322 509 ,   64 197
Vale Verde,  4 322 525 ,   3 150
Vale do Sol,  4 322 533 ,   9 897
Vale Real,  4 322 541 ,   6 058
Vanini,  4 322 558 ,   2 004
Venâncio Aires,  4 322 608 ,   68 763
Vera Cruz,  4 322 707 ,   26 710
Veranópolis,  4 322 806 ,   24 021
Vespasiano Corrêa,  4 322 855 ,   1 818
Viadutos,  4 322 905 ,   4 769
Viamão,  4 323 002 ,   224 112
Vicente Dutra,  4 323 101 ,   4 665
Victor Graeff,  4 323 200 ,   2 780
Vila Flores,  4 323 309 ,   3 646
Vila Lângaro,  4 323 358 ,   2 079
Vila Maria,  4 323 408 ,   4 413
Vila Nova do Sul,  4 323 457 ,   3 863
Vista Alegre,  4 323 507 ,   2 660
Vista Alegre do Prata,  4 323 606 ,   1 590
Vista Gaúcha,  4 323 705 ,   2 783
Vitória das Missões,  4 323 754 ,   3 260
Westfália,  4 323 770 ,   3 098
Xangri-lá,  4 323 804 ,   16 463
Água Clara,  5 000 203 ,   16 741
Alcinópolis,  5 000 252 ,   4 537
Amambai,  5 000 609 ,   39 325
Anastácio,  5 000 708 ,   24 114
Anaurilândia,  5 000 807 ,   7 653
Angélica,  5 000 856 ,   10 729
Antônio João,  5 000 906 ,   9 303
Aparecida do Taboado,  5 001 003 ,   27 674
Aquidauana,  5 001 102 ,   46 803
Aral Moreira,  5 001 243 ,   10 748
Bandeirantes,  5 001 508 ,   7 940
Bataguassu,  5 001 904 ,   23 031
Batayporã,  5 002 001 ,   10 712
Bela Vista,  5 002 100 ,   21 613
Bodoquena,  5 002 159 ,   8 567
Bonito,  5 002 209 ,   23 659
Brasilândia,  5 002 308 ,   11 579
Caarapó,  5 002 407 ,   30 612
Camapuã,  5 002 605 ,   13 583
Campo Grande,  5 002 704 ,   898 100
Caracol,  5 002 803 ,   5 036
Cassilândia,  5 002 902 ,   20 988
Chapadão do Sul,  5 002 951 ,   30 993
Corguinho,  5 003 108 ,   4 783
Coronel Sapucaia,  5 003 157 ,   14 289
Corumbá,  5 003 207 ,   96 268
Costa Rica,  5 003 256 ,   26 037
Coxim,  5 003 306 ,   32 151
Deodápolis,  5 003 454 ,   13 663
Dois Irmãos do Buriti,  5 003 488 ,   11 100
Douradina,  5 003 504 ,   5 578
Dourados,  5 003 702 ,   243 367
Eldorado,  5 003 751 ,   11 386
Fátima do Sul,  5 003 801 ,   20 609
Figueirão,  5 003 900 ,   3 539
Glória de Dourados,  5 004 007 ,   10 444
Guia Lopes da Laguna,  5 004 106 ,   9 940
Iguatemi,  5 004 304 ,   13 808
Inocência,  5 004 403 ,   8 404
Itaporã,  5 004 502 ,   24 137
Itaquiraí,  5 004 601 ,   19 423
Ivinhema,  5 004 700 ,   27 821
Japorã,  5 004 809 ,   8 148
Jaraguari,  5 004 908 ,   7 139
Jardim,  5 005 004 ,   23 981
Jateí,  5 005 103 ,   3 586
Juti,  5 005 152 ,   6 729
Ladário,  5 005 202 ,   21 522
Laguna Carapã,  5 005 251 ,   6 799
Maracaju,  5 005 400 ,   45 047
Miranda,  5 005 608 ,   25 536
Mundo Novo,  5 005 681 ,   19 193
Naviraí,  5 005 707 ,   50 457
Nioaque,  5 005 806 ,   13 220
Nova Alvorada do Sul,  5 006 002 ,   21 822
Nova Andradina,  5 006 200 ,   48 563
Novo Horizonte do Sul,  5 006 259 ,   4 721
Paraíso das Águas,  5 006 275 ,   5 510
Paranaíba,  5 006 309 ,   40 957
Paranhos,  5 006 358 ,   12 921
Pedro Gomes,  5 006 408 ,   6 941
Ponta Porã,  5 006 606 ,   92 017
Porto Murtinho,  5 006 903 ,   12 859
Ribas do Rio Pardo,  5 007 109 ,   23 150
Rio Brilhante,  5 007 208 ,   37 601
Rio Negro,  5 007 307 ,   4 841
Rio Verde de Mato Grosso,  5 007 406 ,   19 818
Rochedo,  5 007 505 ,   5 199
Santa Rita do Pardo,  5 007 554 ,   7 027
São Gabriel do Oeste,  5 007 695 ,   29 579
Sete Quedas,  5 007 703 ,   10 994
Selvíria,  5 007 802 ,   8 142
Sidrolândia,  5 007 901 ,   47 118
Sonora,  5 007 935 ,   14 516
Tacuru,  5 007 950 ,   10 808
Taquarussu,  5 007 976 ,   3 625
Terenos,  5 008 008 ,   17 652
Três Lagoas,  5 008 305 ,   132 152
Vicentina,  5 008 404 ,   6 336
Acorizal,  5 100 102 ,   5 014
Água Boa,  5 100 201 ,   29 219
Alta Floresta,  5 100 250 ,   58 613
Alto Araguaia,  5 100 300 ,   17 193
Alto Boa Vista,  5 100 359 ,   5 715
Alto Garças,  5 100 409 ,   13 052
Alto Paraguai,  5 100 508 ,   8 009
Alto Taquari,  5 100 607 ,   10 904
Apiacás,  5 100 805 ,   8 590
Araguaiana,  5 101 001 ,   3 795
Araguainha,  5 101 209 ,   1 010
Araputanga,  5 101 258 ,   14 786
Arenápolis,  5 101 308 ,   10 576
Aripuanã,  5 101 407 ,   24 626
Barão de Melgaço,  5 101 605 ,   7 253
Barra do Bugres,  5 101 704 ,   29 403
Barra do Garças,  5 101 803 ,   69 210
Bom Jesus do Araguaia,  5 101 852 ,   7 280
Brasnorte,  5 101 902 ,   17 004
Cáceres,  5 102 504 ,   89 681
Campinápolis,  5 102 603 ,   15 347
Campo Novo do Parecis,  5 102 637 ,   45 899
Campo Verde,  5 102 678 ,   44 585
Campos de Júlio,  5 102 686 ,   8 822
Canabrava do Norte,  5 102 694 ,   4 485
Canarana,  5 102 702 ,   25 858
Carlinda,  5 102 793 ,   10 332
Castanheira,  5 102 850 ,   7 506
Chapada dos Guimarães,  5 103 007 ,   18 990
Cláudia,  5 103 056 ,   9 593
Cocalinho,  5 103 106 ,   6 220
Colíder,  5 103 205 ,   31 370
Colniza,  5 103 254 ,   25 766
Comodoro,  5 103 304 ,   18 238
Confresa,  5 103 353 ,   35 075
Conquista D'Oeste,  5 103 361 ,   3 760
Cotriguaçu,  5 103 379 ,   11 011
Cuiabá,  5 103 403 ,   650 877
Curvelândia,  5 103 437 ,   4 903
Denise,  5 103 452 ,   7 014
Diamantino,  5 103 502 ,   21 941
Dom Aquino,  5 103 601 ,   7 872
Feliz Natal,  5 103 700 ,   10 521
Figueirópolis D'Oeste,  5 103 809 ,   3 187
Gaúcha do Norte,  5 103 858 ,   8 642
General Carneiro,  5 103 908 ,   6 037
Glória D'Oeste,  5 103 957 ,   2 905
Guarantã do Norte,  5 104 104 ,   31 024
Guiratinga,  5 104 203 ,   10 966
Indiavaí,  5 104 500 ,   2 213
Ipiranga do Norte,  5 104 526 ,   7 815
Itanhangá,  5 104 542 ,   7 539
Itaúba,  5 104 559 ,   5 020
Itiquira,  5 104 609 ,   12 236
Jaciara,  5 104 807 ,   28 569
Jangada,  5 104 906 ,   7 426
Jauru,  5 105 002 ,   8 367
Juara,  5 105 101 ,   34 906
Juína,  5 105 150 ,   45 869
Juruena,  5 105 176 ,   10 213
Juscimeira,  5 105 200 ,   11 480
Lambari D'Oeste,  5 105 234 ,   4 790
Lucas do Rio Verde,  5 105 259 ,   83 798
Luciara,  5 105 309 ,   2 509
Vila Bela da Santíssima Trindade,  5 105 507 ,   16 774
Marcelândia,  5 105 580 ,   11 396
Matupá,  5 105 606 ,   20 091
Mirassol d'Oeste,  5 105 622 ,   26 785
Nobres,  5 105 903 ,   15 492
Nortelândia,  5 106 000 ,   5 956
Nossa Senhora do Livramento,  5 106 109 ,   12 940
Nova Bandeirantes,  5 106 158 ,   13 635
Nova Nazaré,  5 106 174 ,   4 200
Nova Lacerda,  5 106 182 ,   6 670
Nova Santa Helena,  5 106 190 ,   4 239
Nova Brasilândia,  5 106 208 ,   3 932
Nova Canaã do Norte,  5 106 216 ,   11 707
Nova Mutum,  5 106 224 ,   55 839
Nova Olímpia,  5 106 232 ,   16 352
Nova Ubiratã,  5 106 240 ,   11 530
Nova Xavantina,  5 106 257 ,   24 345
Novo Mundo,  5 106 265 ,   6 520
Novo Horizonte do Norte,  5 106 273 ,   3 349
Novo São Joaquim,  5 106 281 ,   6 919
Paranaíta,  5 106 299 ,   11 671
Paranatinga,  5 106 307 ,   26 423
Novo Santo Antônio,  5 106 315 ,   2 015
Pedra Preta,  5 106 372 ,   18 066
Peixoto de Azevedo,  5 106 422 ,   32 714
Planalto da Serra,  5 106 455 ,   3 166
Poconé,  5 106 505 ,   31 217
Pontal do Araguaia,  5 106 653 ,   6 932
Ponte Branca,  5 106 703 ,   2 008
Pontes e Lacerda,  5 106 752 ,   52 018
Porto Alegre do Norte,  5 106 778 ,   12 127
Porto dos Gaúchos,  5 106 802 ,   5 593
Porto Esperidião,  5 106 828 ,   10 204
Porto Estrela,  5 106 851 ,   3 224
Poxoréu,  5 107 008 ,   23 283
Primavera do Leste,  5 107 040 ,   85 146
Querência,  5 107 065 ,   26 769
São José dos Quatro Marcos,  5 107 107 ,   17 849
Reserva do Cabaçal,  5 107 156 ,   2 122
Ribeirão Cascalheira,  5 107 180 ,   10 089
Ribeirãozinho,  5 107 198 ,   2 593
Rio Branco,  5 107 206 ,   4 535
Santa Carmem,  5 107 248 ,   5 374
Santo Afonso,  5 107 263 ,   2 519
São José do Povo,  5 107 297 ,   2 875
São José do Rio Claro,  5 107 305 ,   14 911
São José do Xingu,  5 107 354 ,   5 964
São Pedro da Cipa,  5 107 404 ,   4 191
Rondolândia,  5 107 578 ,   3 505
Rondonópolis,  5 107 602 ,   244 911
Rosário Oeste,  5 107 701 ,   15 453
Santa Cruz do Xingu,  5 107 743 ,   2 661
Salto do Céu,  5 107 750 ,   3 679
Santa Rita do Trivelato,  5 107 768 ,   3 276
Santa Terezinha,  5 107 776 ,   7 596
Santo Antônio do Leste,  5 107 792 ,   4 099
Santo Antônio de Leverger,  5 107 800 ,   15 246
São Félix do Araguaia,  5 107 859 ,   13 621
Sapezal,  5 107 875 ,   28 944
Serra Nova Dourada,  5 107 883 ,   1 800
Sinop,  5 107 909 ,   196 312
Sorriso,  5 107 925 ,   110 635
Tabaporã,  5 107 941 ,   9 818
Tangará da Serra,  5 107 958 ,   106 434
Tapurah,  5 108 006 ,   14 370
Terra Nova do Norte,  5 108 055 ,   10 616
Tesouro,  5 108 105 ,   3 025
Torixoréu,  5 108 204 ,   4 164
União do Sul,  5 108 303 ,   3 838
Vale de São Domingos,  5 108 352 ,   2 904
Várzea Grande,  5 108 402 ,   300 078
Vera,  5 108 501 ,   12 800
Vila Rica,  5 108 600 ,   19 888
Nova Guarita,  5 108 808 ,   4 590
Nova Marilândia,  5 108 857 ,   3 529
Nova Maringá,  5 108 907 ,   5 846
Nova Monte Verde,  5 108 956 ,   8 313
Abadia de Goiás,  5 200 050 ,   19 128
Abadiânia,  5 200 100 ,   17 232
Acreúna,  5 200 134 ,   21 568
Adelândia,  5 200 159 ,   2 297
Água Fria de Goiás,  5 200 175 ,   4 954
Água Limpa,  5 200 209 ,   1 858
Águas Lindas de Goiás,  5 200 258 ,   225 693
Alexânia,  5 200 308 ,   27 008
Aloândia,  5 200 506 ,   1 973
Alto Horizonte,  5 200 555 ,   6 072
Alto Paraíso de Goiás,  5 200 605 ,   10 306
Alvorada do Norte,  5 200 803 ,   8 446
Amaralina,  5 200 829 ,   3 268
Americano do Brasil,  5 200 852 ,   5 259
Amorinópolis,  5 200 902 ,   3 007
Anápolis,  5 201 108 ,   398 869
Anhanguera,  5 201 207 ,924
Anicuns,  5 201 306 ,   18 503
Aparecida de Goiânia,  5 201 405 ,   527 796
Aparecida do Rio Doce,  5 201 454 ,   2 907
Aporé,  5 201 504 ,   4 325
Araçu,  5 201 603 ,   3 799
Aragarças,  5 201 702 ,   18 390
Aragoiânia,  5 201 801 ,   11 890
Araguapaz,  5 202 155 ,   7 153
Arenópolis,  5 202 353 ,   2 946
Aruanã,  5 202 502 ,   8 300
Aurilândia,  5 202 601 ,   3 284
Avelinópolis,  5 202 809 ,   2 868
Baliza,  5 203 104 ,   3 351
Barro Alto,  5 203 203 ,   10 371
Bela Vista de Goiás,  5 203 302 ,   34 445
Bom Jardim de Goiás,  5 203 401 ,   7 826
Bom Jesus de Goiás,  5 203 500 ,   23 958
Bonfinópolis,  5 203 559 ,   10 296
Bonópolis,  5 203 575 ,   3 299
Brazabrantes,  5 203 609 ,   3 992
Britânia,  5 203 807 ,   5 695
Buriti Alegre,  5 203 906 ,   10 495
Buriti de Goiás,  5 203 939 ,   2 732
Buritinópolis,  5 203 962 ,   3 145
Cabeceiras,  5 204 003 ,   7 560
Cachoeira Alta,  5 204 102 ,   11 513
Cachoeira de Goiás,  5 204 201 ,   1 405
Cachoeira Dourada,  5 204 250 ,   7 782
Caçu,  5 204 300 ,   13 774
Caiapônia,  5 204 409 ,   16 513
Caldas Novas,  5 204 508 ,   98 622
Caldazinha,  5 204 557 ,   4 507
Campestre de Goiás,  5 204 607 ,   3 755
Campinaçu,  5 204 656 ,   3 708
Campinorte,  5 204 706 ,   12 510
Campo Alegre de Goiás,  5 204 805 ,   7 422
Campo Limpo de Goiás,  5 204 854 ,   8 081
Campos Belos,  5 204 904 ,   18 108
Campos Verdes,  5 204 953 ,   4 005
Carmo do Rio Verde,  5 205 000 ,   9 710
Castelândia,  5 205 059 ,   2 985
Catalão,  5 205 109 ,   114 427
Caturaí,  5 205 208 ,   5 184
Cavalcante,  5 205 307 ,   9 583
Ceres,  5 205 406 ,   22 046
Cezarina,  5 205 455 ,   8 090
Chapadão do Céu,  5 205 471 ,   12 870
Cidade Ocidental,  5 205 497 ,   91 767
Cocalzinho de Goiás,  5 205 513 ,   25 016
Colinas do Sul,  5 205 521 ,   4 030
